7.245504203364906459e+01,7.241562643004473898e+01,7.237977991301210068e+01,7.234389145255154574e+01,7.230664707242418388e+01,7.227241885579151415e+01,7.223387077048906235e+01,7.219785374044721493e+01,7.216501707099421026e+01,7.212497074437033007e+01,7.208889837104320009e+01,7.205852294085691767e+01,7.202105891196950438e+01,7.198912856893407763e+01,7.195098240633748787e+01,7.192085910929145598e+01,7.190096885983908237e+01,7.187658399930963071e+01,7.186264765786988562e+01,7.186048155811775473e+01,7.185751536223183678e+01,7.186660313170241920e+01,7.187869255238383914e+01,7.190452655263372606e+01,7.194256934203363585e+01,7.198836297325890143e+01,7.204674662474116076e+01,7.211226985101750131e+01,7.217942623087955667e+01,7.224718660155308214e+01,7.231479120884119993e+01,7.238115685115155884e+01,7.244516797391038665e+01,7.250509386526030653e+01,7.256022760450466080e+01,7.260855236470547425e+01
7.246901143435060533e+01,7.242426699069260110e+01,7.238610627538223241e+01,7.235219492714733747e+01,7.232107351846055110e+01,7.228290683421738549e+01,7.224549523196849066e+01,7.219827759532235234e+01,7.216921417729764698e+01,7.211176451545873078e+01,7.207871450334280894e+01,7.203397264763793828e+01,7.197652503276411551e+01,7.195146446172422827e+01,7.189218638016345153e+01,7.186984089983741342e+01,7.183816919917941846e+01,7.179636788539860959e+01,7.177193918455716926e+01,7.174262972020872553e+01,7.173167431022756091e+01,7.173932716031126233e+01,7.174643901112408173e+01,7.177193411692680058e+01,7.180324741830519031e+01,7.185312061263910266e+01,7.191517817628439957e+01,7.199543868413108783e+01,7.208369466094906386e+01,7.217249382552842007e+01,7.225973637973991970e+01,7.234421903970854828e+01,7.242441889827354373e+01,7.249915826713431954e+01,7.256680045658502820e+01,7.262582355178561500e+01
7.248134767311078974e+01,7.243594684269287143e+01,7.240315537500272569e+01,7.236563272766974819e+01,7.234196469181850375e+01,7.230811692485984565e+01,7.225981684153653362e+01,7.223309025664673300e+01,7.217085853961124542e+01,7.213748800422941088e+01,7.209010734909497842e+01,7.202547555952536129e+01,7.197248920067610811e+01,7.190147348875252931e+01,7.184772357000431953e+01,7.181459040730986487e+01,7.176657195448913740e+01,7.170437939051720377e+01,7.166775654962621900e+01,7.165688535625396582e+01,7.160302852749015301e+01,7.161122801625558054e+01,7.161455912316023387e+01,7.162024452585677636e+01,7.165409493661947238e+01,7.171071305282448805e+01,7.177626934137363435e+01,7.185872740087542354e+01,7.196502855753351469e+01,7.207967850230683382e+01,7.219012827398948673e+01,7.229618236338697557e+01,7.239528700171749165e+01,7.248681506580376777e+01,7.256859022167978424e+01,7.263943643730178223e+01
7.249021592484919552e+01,7.245062463809118469e+01,7.242826776191235183e+01,7.240130377624409164e+01,7.237346861321260860e+01,7.234846322258589169e+01,7.230570298683190344e+01,7.226653192562403660e+01,7.220827275678104229e+01,7.215789562046749950e+01,7.208674789128724569e+01,7.203081856866053556e+01,7.195310522887054105e+01,7.189814988179135469e+01,7.182094516487470059e+01,7.177426951299241864e+01,7.170608544985235255e+01,7.161636283345849563e+01,7.156482675866699594e+01,7.149744584252043467e+01,7.147225828334239850e+01,7.148525065480930607e+01,7.144505663025610431e+01,7.148622780762941886e+01,7.149256686326687316e+01,7.153935307462838011e+01,7.161752072373485589e+01,7.170846955633544439e+01,7.182620330045470780e+01,7.196428813929640000e+01,7.210354019210991794e+01,7.223480341929150939e+01,7.235645368050099080e+01,7.246715083307614691e+01,7.256529337363441812e+01,7.264949930861783400e+01
7.249731374157245511e+01,7.246747264952162482e+01,7.246188294150196896e+01,7.244914117690643707e+01,7.243653708011093784e+01,7.240188948428013305e+01,7.236791708050300542e+01,7.231036616115605398e+01,7.226181815376313011e+01,7.218817801972475934e+01,7.213353988176844211e+01,7.205399927438880070e+01,7.194332926644005965e+01,7.186335394940681454e+01,7.175266717326859123e+01,7.168668027744134008e+01,7.159063106003402766e+01,7.155013105534685280e+01,7.148107025030489581e+01,7.138593564112913725e+01,7.135354688278712842e+01,7.130394277720037621e+01,7.128341568891330837e+01,7.131393799597312011e+01,7.131668775824441298e+01,7.137279625377175307e+01,7.143837929413129473e+01,7.154451376543993035e+01,7.166883030189838166e+01,7.182315354637384530e+01,7.199723937606033530e+01,7.215878121858095540e+01,7.230645945166705246e+01,7.243985639616765582e+01,7.255570840185295367e+01,7.265530858300947159e+01
7.250396164916080011e+01,7.248571694557497835e+01,7.250330651192894038e+01,7.250931076200568270e+01,7.248771622532979109e+01,7.246359736321618072e+01,7.244458222311617135e+01,7.240204810866262619e+01,7.233240189228619954e+01,7.222892279277127159e+01,7.214657220019263661e+01,7.204484842760763286e+01,7.195576673346724306e+01,7.184833552795936384e+01,7.169500547419659142e+01,7.160817799656923910e+01,7.147658166444335848e+01,7.143106250074605157e+01,7.134114444447924086e+01,7.120824024090009630e+01,7.117351251397889200e+01,7.110788670042126114e+01,7.102923922490127495e+01,7.104711033108449669e+01,7.106196522484545142e+01,7.114737783965505002e+01,7.123341502211380316e+01,7.133652673223963347e+01,7.148701922849846824e+01,7.166055055703948540e+01,7.186619608149528915e+01,7.206500976600619879e+01,7.224413979674855568e+01,7.240237279622570554e+01,7.254012864283659212e+01,7.265668467355901328e+01
7.250918319925878563e+01,7.252360068875360355e+01,7.255209050480586086e+01,7.257985503130285565e+01,7.257512429657595021e+01,7.256877316554877666e+01,7.253365670741992233e+01,7.246732675453738182e+01,7.236392743017806595e+01,7.228436192795331294e+01,7.217058672071516412e+01,7.211348615430628683e+01,7.190510215803351457e+01,7.175468624545301566e+01,7.170812401444682394e+01,7.143448562230150856e+01,7.144558077767737814e+01,7.118659790329903103e+01,7.106903480844609078e+01,7.087655681170132027e+01,7.084975871818073756e+01,7.076806109169523040e+01,7.083334572537967233e+01,7.075479709152951102e+01,7.086117591592761755e+01,7.088112675836482879e+01,7.099994876710918845e+01,7.112514911652399974e+01,7.127513674155213153e+01,7.147703695153899162e+01,7.170713497111523793e+01,7.195069485754267191e+01,7.216672055208547931e+01,7.235544927409638660e+01,7.251718347094110584e+01,7.265280860249468731e+01
7.251684377253208424e+01,7.256933337580250054e+01,7.263240840488801098e+01,7.265755275290368331e+01,7.267194172177367761e+01,7.264763105199948257e+01,7.263482007312194355e+01,7.253984824043986634e+01,7.247040096105386908e+01,7.237051722585572122e+01,7.222847348485910857e+01,7.202205800506980893e+01,7.190056897424884141e+01,7.171814667058967530e+01,7.170792060819557889e+01,7.130335400444727156e+01,7.105619389664651919e+01,7.105713400080652775e+01,7.090842070065822611e+01,7.060180775068231185e+01,7.057723138531454765e+01,7.043856290759347871e+01,7.030197337402731250e+01,7.033357645804642289e+01,7.038329710839188635e+01,7.058555864424069171e+01,7.064429965780232124e+01,7.082908417323776007e+01,7.102382183239427604e+01,7.124706049104582917e+01,7.151910795124625508e+01,7.181105867532099296e+01,7.207215471707274901e+01,7.229609093417994359e+01,7.248594845230775263e+01,7.264364986008376945e+01
7.253991485310872633e+01,7.262384373558404604e+01,7.272556788803527184e+01,7.277841875542101491e+01,7.277757825505936751e+01,7.277811499941280715e+01,7.269026824855440339e+01,7.262395508704722147e+01,7.252859619233225885e+01,7.239706650791212894e+01,7.221042424162514806e+01,7.215907845448144542e+01,7.179663387240405825e+01,7.158703566253474548e+01,7.171086840726563594e+01,7.114346934855316817e+01,7.084846691480392167e+01,7.101987899364037560e+01,7.084259849430910094e+01,7.027412655310342871e+01,7.022691466330012133e+01,6.991374928801505462e+01,7.009643984333871458e+01,6.989827475006171653e+01,7.008005096522896338e+01,7.009544179786448126e+01,7.035055683000854287e+01,7.046283922809318767e+01,7.072456082340528383e+01,7.099640236489163669e+01,7.129781417491402351e+01,7.164139624478244173e+01,7.195675266823924687e+01,7.222343905973936273e+01,7.244546404127261496e+01,7.262797671531846788e+01
7.255011515436812886e+01,7.268507979884019221e+01,7.282850842061164087e+01,7.280936766793669790e+01,7.279815054463034585e+01,7.279517683292533548e+01,7.280249536193674942e+01,7.272934491847716743e+01,7.261883908372192309e+01,7.247541737842234966e+01,7.228151905346565798e+01,7.198309376818887984e+01,7.201090649149280409e+01,7.153642891315183761e+01,7.188179332464619620e+01,7.122114728004721940e+01,7.113291763777088761e+01,6.992048049038855595e+01,6.967901488421438216e+01,7.055882919270193554e+01,7.022042761990493887e+01,6.913780287351207221e+01,6.931527753888875054e+01,6.917715820234229795e+01,6.907476463009678014e+01,6.956645866528050703e+01,6.965315677658169591e+01,7.002286882402819401e+01,7.037266680084462678e+01,7.070981219432754017e+01,7.103224874215136708e+01,7.143332959691474571e+01,7.181706771861027505e+01,7.213438613839672087e+01,7.239437906459282601e+01,7.260495168041333613e+01
